ID;Name;Club;CA;Age;Nati;Position;Division
21911;Cédric Hountondji;Angers SCO;117;29;BEN;D (C);Ligue 2 BKT
21940;Jordan Adéoti;Laval MFC;108;34;BEN;D (C), DM, M (C);Ligue 2 BKT
21943;Sessi D'Almeida;Pau FC;108;27;BEN;DM, M (C);Ligue 2 BKT
21990;Yohan Roche;QRM;95;25;BEN;D (C);Ligue 2 BKT
22147;Andréas Hountondji;Rodez AF;105;20;BEN;AM (RL), ST (C);Ligue 2 BKT
22274;Charbel Gomez;Amiens SC;88;22;BEN;AM (RL);Ligue 2 BKT
22359;Aminou Ibouraima;QRM;75;18;BEN;ST (C);Ligue 2 BKT
22193;Halid Šabanović;VAFC;108;23;BIH;D (R);Ligue 2 BKT
21873;Alexandre Mendy;SM Caen;123;29;GNB;ST (C);Ligue 2 BKT
22040;Opa Sanganté;Dunkerque;104;32;GNB;D (C), DM, M (C);Ligue 2 BKT
22128;Saikou Touray;Grenoble;103;23;GAM;DM, M/AM (C);Ligue 2 BKT
22170;Abdoulie Sanyang;Grenoble;112;24;GAM;AM (RL), ST (C);Ligue 2 BKT
22294;Nfansu Njié;Bordeaux;80;18;GAM;ST (C);Ligue 2 BKT
22627;Ali Kebbeh;Rodez AF;61;16;GAM;D (C), DM;Ligue 2 BKT
21912;Donovan Léon;AJ Auxerre;115;30;GUF;GK;Ligue 2 BKT
21813;Bevic Moussiti-Oko;Concarneau;109;28;CGO;AM (C), ST (C);Ligue 2 BKT
21978;Marvin Baudry;Laval MFC;108;33;CGO;D (RC);Ligue 2 BKT
22101;Nolan Mbemba;Grenoble;108;28;CGO;D (RL), DM, M (C);Ligue 2 BKT
22154;Mons Bassouamina;Pau FC;107;25;CGO;AM (RL), ST (C);Ligue 2 BKT
22257;Christopher Ibayi;AC Ajaccio;97;27;CGO;ST (C);Ligue 2 BKT
21931;Babacar Niasse;EA Guingamp;108;26;MTN;GK;Ligue 2 BKT
21952;Pape Ibnou Bâ;Concarneau;108;30;MTN;ST (C);Ligue 2 BKT
22124;Mamadou Fofana;Amiens SC;106;22;MTN;M (C);Ligue 2 BKT
22663;Souleymane Baal;AJ Auxerre;60;18;MTN;D (C), DM;Ligue 2 BKT
21860;Youssouf M'Changama;Troyes;118;32;COM;DM, M/AM (C);Ligue 2 BKT
21864;Mohamed Youssouf;AC Ajaccio;110;35;COM;D/WB/M (R);Ligue 2 BKT
22043;Bendjaloud Youssouf;Dunkerque;102;29;COM;D/WB/M (R);Ligue 2 BKT
22049;Rafiki Saïd;Troyes;110;23;COM;AM (RL), ST (C);Ligue 2 BKT
22062;Hakim Abdallah;Rodez AF;108;25;COM;D/WB/M (L);Ligue 2 BKT
22210;Iyad Mohamed;Pau FC;92;22;COM;DM, M (C);Ligue 2 BKT
21951;Cyril Mandouki;Paris FC;110;31;MTQ;M (C);Ligue 2 BKT
22133;Yannis Clementia;SM Caen;102;25;MTQ;GK;Ligue 2 BKT
22249;Théo De Percin;AJ Auxerre;90;22;MTQ;GK;Ligue 2 BKT
22370;Matis Adon;Amiens SC;72;22;MTQ;M (C);Ligue 2 BKT
21821;Maxime Chanot;AC Ajaccio;114;33;LUX;D (RC);Ligue 2 BKT
22123;Florian Bohnert;SC Bastia;104;25;LUX;D/WB (R), M (L), AM (RL);Ligue 2 BKT
21858;Rayan Raveloson;AJ Auxerre;118;26;MAD;D (C), DM, M (C);Ligue 2 BKT
21941;Kenji-Van Boto;Pau FC;108;27;MAD;D/WB (L);Ligue 2 BKT
22571;Davidson Guéguen;Laval MFC;65;18;MAD;D (C);Ligue 2 BKT
22637;Zaid Seha;AJ Auxerre;63;16;MAD;M (C);Ligue 2 BKT
21897;Gustavo Sangaré;QRM;114;26;BFA;M/AM (C);Ligue 2 BKT
21914;Cyrille Bayala;AC Ajaccio;118;27;BFA;M/AM (RL);Ligue 2 BKT
22028;Issouf Paro;Concarneau;102;28;BFA;D (C);Ligue 2 BKT
22076;Mamady Bangré;Troyes;109;22;BFA;AM (RL);Ligue 2 BKT
22163;Abdoul Tapsoba;Amiens SC;105;21;BFA;AM (L), ST (C);Ligue 2 BKT
22272;Bachirou Yaméogo;Grenoble;85;18;BFA;D (C), DM;Ligue 2 BKT
21893;Cédric Avinel;AC Ajaccio;115;36;GLP;D (C);Ligue 2 BKT
21956;Loïc Nestor;Grenoble;107;34;GLP;D (C);Ligue 2 BKT
22117;Jordan Tell;Laval MFC;109;26;GLP;AM (R), ST (C);Ligue 2 BKT
22209;Taïryk Arconte;Rodez AF;96;19;GLP;AM (R), ST (C);Ligue 2 BKT
22224;Christian Senneville;Dunkerque;95;32;GLP;D/WB (R), DM, M (C);Ligue 2 BKT
22244;Davy Rouyard;Bordeaux;95;23;GLP;GK;Ligue 2 BKT
22250;Teddy Bartouche;EA Guingamp;90;26;GLP;GK;Ligue 2 BKT
21961;Loïc Bessilé;Dunkerque;104;24;TOG;D (LC);Ligue 2 BKT
21830;Virgiliu Postolachi;Grenoble;115;23;MDA;AM (L), ST (C);Ligue 2 BKT
22750;Umaru Kamara;Dunkerque;60;17;SLE;M (C);Ligue 2 BKT
22225;Jekob Jeno;Grenoble;100;23;NCL;D (C), DM, M (C);Ligue 2 BKT
22241;Hirinai Vahirua;Grenoble;60;17;TAH;M (C);Ligue 2 BKT
22885;Ignacio Aliseda;Lugano;117;23;ARG;AM (RL);Swiss Super League
22850;Jordi Quintillà;St. Gallen;124;29;ESP;DM, M (C);Swiss Super League
22903;Ismaël Gharbi;Stade Lausanne-Ouchy;111;19;ESP;AM (RLC);Swiss Super League
22824;Paul Bernardoni;Yverdon;125;26;FRA;GK;Swiss Super League
22834;Enzo Crivelli;Servette;121;28;FRA;ST (C);Swiss Super League
22871;Antoine Bernede;Lausanne;118;24;FRA;M (C);Swiss Super League
22889;Willem Geubbels;St. Gallen;117;21;FRA;AM (L), ST (C);Swiss Super League
22892;Timothé Cognat;Servette;128;25;FRA;M (LC);Swiss Super League
22908;Marley Aké;Yverdon;110;22;FRA;AM (RL);Swiss Super League
22904;Simone Pafundi;Lausanne;113;17;ITA;AM (RC), ST (C);Swiss Super League
22906;Mattia Zanotti;St. Gallen;115;20;ITA;D/WB/M (R);Swiss Super League
22827;Nicolas Haas;Luzern;124;27;SUI;M/AM (C);Swiss Super League
22830;Cedric Itten;Young Boys;130;26;SUI;ST (C);Swiss Super League
22831;Renato Steffen;Lugano;122;31;SUI;WB (L), M/AM (RL);Swiss Super League
22840;Ardon Jashari;Luzern;124;20;SUI;DM, M (C);Swiss Super League
22842;Filip Ugrinić;Young Boys;131;24;SUI;M/AM (C);Swiss Super League
22843;Aurèle Amenda;Young Boys;119;19;SUI;D (C);Swiss Super League
22844;Albian Ajeti;Basel;115;26;SUI;ST (C);Swiss Super League
22846;David Von Ballmoos;Young Boys;128;28;SUI;GK;Swiss Super League
22849;Loris Benito;Young Boys;123;31;SUI;D (LC);Swiss Super League
22852;Darian Maleš;Young Boys;126;22;SUI;AM (RC), ST (C);Swiss Super League
22860;Anthony Racioppi;Young Boys;130;24;SUI;GK;Swiss Super League
22861;Pascal Loretz;Luzern;115;20;SUI;GK;Swiss Super League
22864;Dominik Schmid;Basel;122;25;SUI;D/WB (L), DM, M (LC);Swiss Super League
22866;Sandro Lauper;Young Boys;130;26;SUI;D (C), DM, M (C);Swiss Super League
22872;Yanick Brecher;Zürich;126;30;SUI;GK;Swiss Super League
22873;Kemal Ademi;Luzern;104;27;SUI;ST (C);Swiss Super League
22876;Lewin Blum;Young Boys;121;21;SUI;D (R);Swiss Super League
22878;Marvin Keller;Winterthur;117;21;SUI;GK;Swiss Super League
22879;Kastriot Imeri;Young Boys;126;23;SUI;M/AM (LC);Swiss Super League
22880;Kevin Rüegg;Basel;115;24;SUI;D/WB (R);Swiss Super League
22883;Bastien Toma;St. Gallen;113;24;SUI;DM, M/AM (C);Swiss Super League
22884;Julian von Moos;St. Gallen;115;22;SUI;AM (RL), ST (C);Swiss Super League
22896;Nicolas Vouilloz;Basel;120;22;SUI;D (RC);Swiss Super League
22897;Leon Avdullahu;Basel;110;19;SUI;DM, M (C);Swiss Super League
22899;Lindrit Kamberi;Zürich;121;23;SUI;D (RC);Swiss Super League
22901;Alvyn Sanches;Lausanne;111;20;SUI;M/AM (RLC);Swiss Super League
22910;Junior Zé;Basel;95;17;SUI;AM (L);Swiss Super League
22833;Max Meyer;Luzern;129;27;GER;M (LC), AM (C);Swiss Super League
22853;Lars Lukas Mai;Lugano;121;23;GER;D (C);Swiss Super League
22874;Lukas Görtler;St. Gallen;126;29;GER;M (C);Swiss Super League
22881;Chima Okoroji;St. Gallen;117;26;GER;D/WB (L);Swiss Super League
22895;Berkay Dabanli;Lausanne;98;33;GER;D (RC);Swiss Super League
22907;Adriano Onyegbule;Basel;96;17;GER;AM (C);Swiss Super League
22868;Kacper Przybyłko;Lugano;115;30;POL;ST (C);Swiss Super League
22836;Toichi Suzuki;Lausanne;107;23;JPN;D/WB/M/AM (L);Swiss Super League
22898;Noë Dussenne;Lausanne;115;31;BEL;D (C);Swiss Super League
22826;Nikola Katić;Zürich;124;26;CRO;D (C);Swiss Super League
22867;Karlo Letica;Lausanne;106;26;CRO;GK;Swiss Super League
22911;Trae Coyle;Lausanne;102;22;ENG;AM (RLC);Swiss Super League
22912;Dominic Corness;Yverdon;97;20;ENG;DM, M (LC);Swiss Super League
22851;Albert Vallci;St. Gallen;117;28;AUT;D (RC);Swiss Super League
22865;Dijon Kameri;Grasshoppers;121;19;AUT;M/AM (C);Swiss Super League
22875;Adrian Grbić;Luzern;118;26;AUT;AM (RL), ST (C);Swiss Super League
22877;Yusuf Demir;Basel;110;20;AUT;AM (RC);Swiss Super League
22838;Joel Mvuka;Young Boys;120;20;NOR;AM (RL);Swiss Super League
22822;Lawrence Zigi;St. Gallen;132;26;GHA;GK;Swiss Super League
22905;Liziero;Yverdon;125;25;BRA;DM, M (C);Swiss Super League
22909;Jovan Milošević;St. Gallen;102;17;SRB;ST (C);Swiss Super League
22862;Bendegúz Bolla;Servette;118;23;HUN;D/WB (R);Swiss Super League
22845;Chadrac Akolo;St. Gallen;113;28;COD;AM (RL), ST (C);Swiss Super League
22854;Jonathan Okita;Zürich;125;26;COD;M (RL), AM (RLC), ST (C);Swiss Super League
22855;Meschack Elia;Young Boys;136;25;COD;AM (R), ST (C);Swiss Super League
22847;Gaël Ondoua;Servette;115;27;CMR;DM, M (C);Swiss Super League
22848;Samuel Oum Gouet;Yverdon;115;25;CMR;M (RC);Swiss Super League
22857;Jérôme Onguéné;Servette;121;25;CMR;D (C);Swiss Super League
22841;Rodrigo Conceição;Zürich;118;23;POR;D/WB (R), AM (RL);Swiss Super League
22870;Renato Veiga;Basel;119;19;POR;D (LC), DM, M (C);Swiss Super League
22837;Samuel Kalu;Lausanne;118;25;NGA;AM (RL), ST (C);Swiss Super League
22894;Ifeanyi Mathew;Zürich;125;26;NGA;DM, M (C);Swiss Super League
22823;Awer Mabil;Grasshoppers;119;27;AUS;M/AM (RL);Swiss Super League
22902;Rareş Ilie;Lausanne;112;20;ROU;M (C), AM (LC);Swiss Super League
22900;Cheikh Niasse;Young Boys;123;23;SEN;DM, M (C);Swiss Super League
22913;Bassirou Ndiaye;Servette;92;21;SEN;AM (RL), ST (C);Swiss Super League
22887;Ousmane Doumbia;Lugano;118;31;CIV;DM, M (C);Swiss Super League
22890;Omar Rekik;Servette;101;21;TUN;D (RLC), DM;Swiss Super League
22891;Mohamed Dräger;Basel;116;27;TUN;D/WB/M (R);Swiss Super League
22863;Mohamed Camara;Young Boys;135;25;GUI;D (C);Swiss Super League
22893;Cheick Conde;Zürich;116;22;GUI;DM, M (C);Swiss Super League
22832;Fousseni Diabaté;Lausanne;120;27;MLI;AM (RL);Swiss Super League
22839;Amadou Danté;Zürich;127;22;MLI;D/WB/M (L);Swiss Super League
22858;Benjamin Kololli;Basel;112;31;KOS;M/AM (RL), ST (C);Swiss Super League
22886;Betim Fazliji;St. Gallen;117;24;KOS;D (C), DM;Swiss Super League
22825;Miroslav Stevanović;Servette;136;32;BIH;M/AM (R);Swiss Super League
22828;Adrian Leon Barišić;Basel;112;21;BIH;D (C);Swiss Super League
22835;Ebrima Colley;Young Boys;110;23;GAM;AM (RLC), ST (C);Swiss Super League
22859;Saidy Janko;Young Boys;121;27;GAM;D/WB (R);Swiss Super League
22869;Silvère Ganvoula;Young Boys;117;27;CGO;ST (C);Swiss Super League
22888;Mathias Olesen;Yverdon;115;22;LUX;DM, M (C);Swiss Super League
22882;Joël Mall;Servette;111;32;CYP;GK;Swiss Super League
22829;Dorian Babunski;Grasshoppers;118;26;MKD;ST (C);Swiss Super League
22856;Vitalie Damaşcan;Stade Lausanne-Ouchy;107;24;MDA;AM (RL), ST (C);Swiss Super League
23038;Nicolás Capaldo;FC RB Salzburg;134;24;ARG;M (RC);Austrian Premier Division
23097;Javi Serrano;SK Sturm Graz;115;20;ESP;DM, M (C);Austrian Premier Division
23013;Lucas Gourna-Douath;FC RB Salzburg;127;19;FRA;DM, M (C);Austrian Premier Division
23039;Oumar Solet;FC RB Salzburg;131;23;FRA;D (C), DM;Austrian Premier Division
23092;Hakim Guenouche;FK Austria Vienna;116;23;FRA;D/WB/M (L);Austrian Premier Division
23101;Fally Mayulu;SK Rapid;115;20;FRA;AM (C), ST (C);Austrian Premier Division
23192;Ruben Providence;TSV Hartberg;108;21;FRA;AM (RL);Austrian Premier Division
23207;Lenny Pintor;LASK;107;22;FRA;AM (RL);Austrian Premier Division
23216;Baïla Diallo;SC Austria Lustenau;89;22;FRA;D/WB (L);Austrian Premier Division
23106;Simon Straudi;SK Austria Klagenfurt;114;24;ITA;D/WB (R), M (RC);Austrian Premier Division
23045;Gregory Wüthrich;SK Sturm Graz;129;28;SUI;D (C);Austrian Premier Division
23199;Bryan Okoh;FC RB Salzburg;106;20;SUI;D (C);Austrian Premier Division
23073;Isak Jansson;SK Rapid;109;21;SWE;AM (RLC), ST (C);Austrian Premier Division
23218;John Mellberg;FC RB Salzburg;94;16;SWE;D (C);Austrian Premier Division
23022;Timo Horn;FC RB Salzburg;122;30;GER;GK;Austrian Premier Division
23052;Philipp Ziereis;LASK;124;30;GER;D (RC);Austrian Premier Division
23061;Sinan Karweina;SK Austria Klagenfurt;122;24;GER;AM (RL), ST (C);Austrian Premier Division
23069;Christian Früchtl;FK Austria Vienna;119;23;GER;GK;Austrian Premier Division
23070;Phillip Menzel;SK Austria Klagenfurt;118;24;GER;GK;Austrian Premier Division
23076;Hendrik Bonmann;Wolfsberger AC;118;29;GER;GK;Austrian Premier Division
23079;Rico Benatelli;SK Austria Klagenfurt;116;31;GER;DM, M/AM (C);Austrian Premier Division
23080;Jonas Arweiler;SK Austria Klagenfurt;117;26;GER;AM (L), ST (C);Austrian Premier Division
23090;Till Schumacher;SK Austria Klagenfurt;117;25;GER;D/WB/M (L);Austrian Premier Division
23121;Kofi Schulz;WSG Tirol;112;33;GER;D/WB/M (L);Austrian Premier Division
23146;Leandro Morgalla;FC RB Salzburg;94;18;GER;D (RC), WB (R);Austrian Premier Division
23150;Mike-Steven Bähre;SCR Altach;111;27;GER;M/AM (C);Austrian Premier Division
23175;Max Besuschkow;SK Austria Klagenfurt;114;26;GER;DM, M (C);Austrian Premier Division
23196;Sanoussy Ba;LASK;107;19;GER;D/WB (RL), M (L);Austrian Premier Division
23198;Frans Krätzig;FK Austria Vienna;113;20;GER;D/WB (L), DM, M/AM (C);Austrian Premier Division
23208;Torben Rhein;SC Austria Lustenau;103;20;GER;DM, M/AM (C);Austrian Premier Division
23211;Ben Bobzien;SC Austria Lustenau;102;20;GER;AM (RL), ST (C);Austrian Premier Division
23135;George Bello;LASK;112;21;USA;D/WB (L);Austrian Premier Division
23032;Szymon Włodarczyk;SK Sturm Graz;119;20;POL;ST (C);Austrian Premier Division
23212;Aleksander Buksa;WSG Tirol;105;20;POL;AM (C), ST (C);Austrian Premier Division
23148;Dimitri Lavalée;SK Sturm Graz;110;26;BEL;D (LC), WB (L);Austrian Premier Division
23018;Oscar Gloukh;FC RB Salzburg;124;19;ISR;M/AM (C), ST (C);Austrian Premier Division
23008;Luka Sučić;FC RB Salzburg;130;20;CRO;M/AM (C);Austrian Premier Division
23020;Roko Šimić;FC RB Salzburg;123;19;CRO;ST (C);Austrian Premier Division
23035;Marin Ljubičić;LASK;115;21;CRO;ST (C);Austrian Premier Division
23074;Tin Plavotić;FK Austria Vienna;118;26;CRO;D (C), DM;Austrian Premier Division
23181;Dominik Štumberger;WSG Tirol;108;24;CRO;D (C), DM;Austrian Premier Division
23220;Matthew Durrans;SK Austria Klagenfurt;81;24;ENG;AM (RC), ST (C);Austrian Premier Division
23010;Andreas Ulmer;FC RB Salzburg;130;37;AUT;D/WB/M (L);Austrian Premier Division
23012;Guido Burgstaller;SK Rapid;128;34;AUT;ST (C);Austrian Premier Division
23015;Alexander Prass;SK Sturm Graz;126;22;AUT;D/M (L), AM (C);Austrian Premier Division
23016;Alexander Schlager;FC RB Salzburg;126;27;AUT;GK;Austrian Premier Division
23017;Marco Grüll;SK Rapid;125;24;AUT;AM (RLC), ST (C);Austrian Premier Division
23019;Niklas Hedl;SK Rapid;124;22;AUT;GK;Austrian Premier Division
23021;Matthias Seidl;SK Rapid;121;22;AUT;M/AM (C);Austrian Premier Division
23025;Manprit Sarkaria;SK Sturm Graz;127;26;AUT;AM (RLC), ST (C);Austrian Premier Division
23026;Samson Baidoo;FC RB Salzburg;123;19;AUT;D (C), DM;Austrian Premier Division
23029;David Schnegg;SK Sturm Graz;123;24;AUT;D/WB/M (L);Austrian Premier Division
23030;Maximilian Entrup;TSV Hartberg;120;25;AUT;ST (C);Austrian Premier Division
23031;Jonas Auer;SK Rapid;120;22;AUT;D/WB/M (L);Austrian Premier Division
23040;Robert Žulj;LASK;131;31;AUT;AM (C), ST (C);Austrian Premier Division
23042;Flavius Daniliuc;FC RB Salzburg;123;22;AUT;D (RC);Austrian Premier Division
23046;Sascha Horvath;LASK;125;26;AUT;M/AM (C);Austrian Premier Division
23048;David Affengruber;SK Sturm Graz;127;22;AUT;D (C);Austrian Premier Division
23049;Stefan Hierländer;SK Sturm Graz;125;32;AUT;M (RC), AM (R);Austrian Premier Division
23051;Manfred Fischer;FK Austria Vienna;123;27;AUT;M/AM (LC);Austrian Premier Division
23053;Andreas Gruber;FK Austria Vienna;125;28;AUT;M (R), AM (RL), ST (C);Austrian Premier Division
23055;Peter Michorl;LASK;122;28;AUT;DM, M (C);Austrian Premier Division
23057;Thorsten Mahrer;SK Austria Klagenfurt;122;33;AUT;D (C);Austrian Premier Division
23058;Florian Flecker;LASK;122;27;AUT;WB/M/AM (R);Austrian Premier Division
23059;Dominik Fitz;FK Austria Vienna;122;24;AUT;AM (RC);Austrian Premier Division
23062;Dominik Baumgartner;Wolfsberger AC;120;26;AUT;D (C), DM;Austrian Premier Division
23063;Nicolas Wimmer;SK Austria Klagenfurt;121;28;AUT;D (C);Austrian Premier Division
23071;Rene Renner;LASK;118;29;AUT;D/WB (L), M (RL);Austrian Premier Division
23072;Philipp Wiesinger;LASK;118;29;AUT;D (RLC);Austrian Premier Division
23075;Leopold Querfeld;SK Rapid;118;19;AUT;D (C), DM;Austrian Premier Division
23078;Muharem Husković;FK Austria Vienna;117;20;AUT;AM (RL), ST (C);Austrian Premier Division
23081;Ronivaldo;FC Blau-Weiß Linz;116;34;AUT;AM (RC), ST (C);Austrian Premier Division
23082;Jürgen Heil;TSV Hartberg;117;26;AUT;D (R), M/AM (C);Austrian Premier Division
23083;Christopher Cvetko;SK Austria Klagenfurt;116;26;AUT;M/AM (C);Austrian Premier Division
23085;Domenik Schierl;SC Austria Lustenau;113;28;AUT;GK;Austrian Premier Division
23087;Tobias Lawal;LASK;119;23;AUT;GK;Austrian Premier Division
23089;Jonathan Scherzer;Wolfsberger AC;117;27;AUT;D (LC), WB (L), DM;Austrian Premier Division
23091;Manuel Polster;FK Austria Vienna;116;20;AUT;M/AM (L), ST (C);Austrian Premier Division
23094;Reinhold Ranftl;FK Austria Vienna;117;31;AUT;D/WB/M (R);Austrian Premier Division
23095;Jörg Siebenhandl;LASK;117;33;AUT;GK;Austrian Premier Division
23096;Raphael Sallinger;TSV Hartberg;117;27;AUT;GK;Austrian Premier Division
23098;Dominik Reiter;SCR Altach;115;25;AUT;D (R), WB (L), M/AM (R);Austrian Premier Division
23099;Thorsten Schick;SK Rapid;114;33;AUT;D/M/AM (R);Austrian Premier Division
23102;Moritz Oswald;SK Rapid;114;21;AUT;DM, M (C);Austrian Premier Division
23103;Tobias Kainz;TSV Hartberg;115;30;AUT;D (R), DM, M (C);Austrian Premier Division
23104;Alexandar Borković;SK Sturm Graz;114;24;AUT;D (C);Austrian Premier Division
23105;Lukas Fridrikas;SC Austria Lustenau;111;25;AUT;AM (R), ST (C);Austrian Premier Division
23107;Martin Moormann;SK Rapid;114;22;AUT;D (LC);Austrian Premier Division
23108;Roman Kerschbaum;SK Rapid;114;29;AUT;DM, M/AM (C);Austrian Premier Division
23109;Lukas Grgić;SK Rapid;115;27;AUT;DM, M (C);Austrian Premier Division
23111;Felix Luckeneder;LASK;117;29;AUT;D (C);Austrian Premier Division
23112;Paul Gartler;SK Rapid;115;26;AUT;GK;Austrian Premier Division
23114;Dominik Prokop;TSV Hartberg;115;26;AUT;M (RL), AM (C);Austrian Premier Division
23118;Oliver Strunz;SK Rapid;113;23;AUT;AM (C), ST (C);Austrian Premier Division
23119;Lukas Tursch;FC Blau-Weiß Linz;112;27;AUT;D (RC), DM;Austrian Premier Division
23120;Christian Gebauer;SCR Altach;113;29;AUT;M (R), AM (RL);Austrian Premier Division
23122;Dominik Frieser;TSV Hartberg;113;29;AUT;M (R), AM (RL);Austrian Premier Division
23123;Lukas Gugganig;SCR Altach;112;28;AUT;D (C), DM;Austrian Premier Division
23125;Marco Krainz;FC Blau-Weiß Linz;106;26;AUT;DM, M (C);Austrian Premier Division
23126;Pius Grabher;SC Austria Lustenau;110;29;AUT;DM, M (C);Austrian Premier Division
23127;David Gugganig;WSG Tirol;112;26;AUT;D (C);Austrian Premier Division
23128;Marvin Potzmann;FK Austria Vienna;112;29;AUT;D (RL), WB/M (L);Austrian Premier Division
23129;Manuel Maranda;FC Blau-Weiß Linz;112;25;AUT;D (C);Austrian Premier Division
23130;Nicolas Schmid;FC Blau-Weiß Linz;113;26;AUT;GK;Austrian Premier Division
23131;Sandro Ingolitsch;SCR Altach;113;26;AUT;D/WB/M (R);Austrian Premier Division
23133;Christopher Wernitznig;SK Austria Klagenfurt;112;33;AUT;M (RC);Austrian Premier Division
23134;Johannes Handl;FK Austria Vienna;114;25;AUT;D (C), DM;Austrian Premier Division
23137;Leonardo Lukačević;SCR Altach;113;24;AUT;D/M (L);Austrian Premier Division
23138;Lukas Gütlbauer;Wolfsberger AC;112;22;AUT;GK;Austrian Premier Division
23139;Manuel Pfeifer;TSV Hartberg;113;23;AUT;D/M (L);Austrian Premier Division
23140;Nikolas Sattlberger;SK Rapid;113;19;AUT;DM, M (C);Austrian Premier Division
23143;Marco Knaller;SK Austria Klagenfurt;113;36;AUT;GK;Austrian Premier Division
23147;Ferdinand Oswald;WSG Tirol;112;32;AUT;GK;Austrian Premier Division
23151;Onurhan Babuşcu;TSV Hartberg;105;19;AUT;M (C), AM (LC);Austrian Premier Division
23152;Christoph Lang;SK Rapid;111;21;AUT;AM (RC), ST (C);Austrian Premier Division
23153;Nicolas Binder;SK Austria Klagenfurt;110;21;AUT;ST (C);Austrian Premier Division
23154;Lukas Sulzbacher;WSG Tirol;111;23;AUT;D/WB/M (R);Austrian Premier Division
23155;Tobias Koch;FC Blau-Weiß Linz;110;22;AUT;D (C), DM, M (C);Austrian Premier Division
23156;Paul Komposch;TSV Hartberg;111;22;AUT;D (C);Austrian Premier Division
23157;Matthäus Taferner;WSG Tirol;110;22;AUT;M/AM (C);Austrian Premier Division
23158;Vesel Demaku;SCR Altach;110;23;AUT;DM, M (C);Austrian Premier Division
23159;Luca Meisl;SC Austria Lustenau;104;24;AUT;D (C);Austrian Premier Division
23160;Konstantin Kerschbaumer;Wolfsberger AC;111;31;AUT;M (C);Austrian Premier Division
23161;Michael Sollbauer;SK Rapid;110;33;AUT;D (C);Austrian Premier Division
23162;Matthias Maak;SC Austria Lustenau;108;31;AUT;D (C), DM;Austrian Premier Division
23163;Constantin Reiner;SCR Altach;110;25;AUT;D (C);Austrian Premier Division
23164;Matteo Meisl;FK Austria Vienna;111;22;AUT;D (C);Austrian Premier Division
23165;Jan Zwischenbrugger;SCR Altach;110;33;AUT;D (C), DM;Austrian Premier Division
23166;Maximilian Hofmann;SK Rapid;110;29;AUT;D (C);Austrian Premier Division
23167;Felix Bacher;WSG Tirol;111;22;AUT;D (RC), DM;Austrian Premier Division
23168;Fabio Strauss;FC Blau-Weiß Linz;114;28;AUT;D (C);Austrian Premier Division
23169;Florian Rieder;Wolfsberger AC;111;27;AUT;M (L), AM (LC);Austrian Premier Division
23170;Simon Pirkl;FC Blau-Weiß Linz;112;26;AUT;D (L), DM;Austrian Premier Division
23171;Ivan Ljubic;LASK;109;26;AUT;DM;Austrian Premier Division
23172;Florian Jaritz;SK Austria Klagenfurt;108;25;AUT;M/AM (L);Austrian Premier Division
23173;Mirko Kos;FK Austria Vienna;108;26;AUT;GK;Austrian Premier Division
23174;Manuel Prietl;SCR Altach;115;31;AUT;DM, M (C);Austrian Premier Division
23176;Dejan Stojanović;SCR Altach;116;29;AUT;GK;Austrian Premier Division
23177;Nosa Iyobosa Edokpolor;SCR Altach;109;26;AUT;D/WB/M (L);Austrian Premier Division
23178;Marko Raguž;FK Austria Vienna;109;25;AUT;AM (C), ST (C);Austrian Premier Division
23179;Simon Piesinger;Wolfsberger AC;108;31;AUT;D (C), DM, M (C);Austrian Premier Division
23180;Julian Gölles;FC Blau-Weiß Linz;108;23;AUT;D (RC), WB/M (R);Austrian Premier Division
23183;Niklas Geyrhofer;SK Sturm Graz;109;23;AUT;D (RC);Austrian Premier Division
23184;Lukas Fadinger;SCR Altach;108;22;AUT;AM (RC), ST (C);Austrian Premier Division
23185;Felix Strauss;SCR Altach;108;22;AUT;D (RC), DM;Austrian Premier Division
23186;Alem Pašič;FC Blau-Weiß Linz;109;25;AUT;D (C);Austrian Premier Division
23187;Andreas Lukse;FC Blau-Weiß Linz;109;35;AUT;GK;Austrian Premier Division
23190;Thierno Ballo;Wolfsberger AC;108;21;AUT;AM (RC);Austrian Premier Division
23191;Anthony Schmid;SC Austria Lustenau;106;24;AUT;ST (C);Austrian Premier Division
23197;Tobias Schützenauer;SCR Altach;107;26;AUT;GK;Austrian Premier Division
23200;Alexander Schmidt;FK Austria Vienna;107;25;AUT;ST (C);Austrian Premier Division
23201;Benjamin Ozegovic;WSG Tirol;107;23;AUT;GK;Austrian Premier Division
23202;Thomas Sabitzer;Wolfsberger AC;106;22;AUT;AM (RL), ST (C);Austrian Premier Division
23204;Ziad El Sheiwi;FK Austria Vienna;106;19;AUT;D/WB/M (L);Austrian Premier Division
23205;Nikolas Veratschnig;Wolfsberger AC;107;20;AUT;D/WB/M/AM (R);Austrian Premier Division
23210;Luca Kronberger;WSG Tirol;107;21;AUT;AM (RLC);Austrian Premier Division
23214;Jovan Zivkovic;SK Rapid;96;17;AUT;ST (C);Austrian Premier Division
23149;Seedy Jatta;SK Sturm Graz;110;20;NOR;AM (RL), ST (C);Austrian Premier Division
23006;Mads Bidstrup;FC RB Salzburg;129;22;DEN;DM, M (C);Austrian Premier Division
23011;Maurits Kjærgaard;FC RB Salzburg;128;20;DEN;M/AM (C), ST (C);Austrian Premier Division
